A_area_abs,A_face_a,A_face_b,A_signed_birth_over_abs,B_area_abs,B_face_a,B_face_b,B_signed_birth_over_abs,K_edge_has_nonzero_circulation,K_edge_kappa_flip_abs,K_edge_kappa_flips,K_edge_sign_identity,K_edge_sign_kappa,assembly_index,base_union_J_P_to_Q_subspace_resid,base_union_J_QP_subspace_max_resid,base_union_J_QP_subspace_mean_resid,base_union_J_Q_to_P_subspace_resid,base_union_J_span_leakage,base_union_P_norm,base_union_P_rank,base_union_Q_norm,base_union_Q_rank,base_union_basis_rank,base_union_gate_pass,base_union_projected_CJC_plus_J_resid,base_union_projected_J2_plus_I_resid,base_union_projected_J_skew_resid,birth_kappa_flip_abs,birth_kappa_flips,birth_sign_identity,birth_sign_kappa,block_mode,carrier_face_count,carrier_mode,context,cycle_closed_by_order,cycle_edge_count,cycle_operator_norm,cycle_order,decision_gate_pass,ident_link_K_edge_over_abs,ident_link_birth_over_abs,ident_link_circulation_K_edge,ident_link_circulation_abs,ident_link_circulation_birth,ident_link_face_count,improves_J2_over_base,improves_lock_over_base,kappa_link_K_edge_over_abs,kappa_link_birth_over_abs,kappa_link_circulation_K_edge,kappa_link_circulation_abs,kappa_link_circulation_birth,kappa_link_face_count,lambda_used,link_cycle_eff_J_P_to_Q_subspace_resid,link_cycle_eff_J_QP_subspace_max_resid,link_cycle_eff_J_QP_subspace_mean_resid,link_cycle_eff_J_Q_to_P_subspace_resid,link_cycle_eff_J_span_leakage,link_cycle_eff_P_norm,link_cycle_eff_P_rank,link_cycle_eff_Q_norm,link_cycle_eff_Q_rank,link_cycle_eff_basis_rank,link_cycle_eff_gate_pass,link_cycle_eff_projected_CJC_plus_J_resid,link_cycle_eff_projected_J2_plus_I_resid,link_cycle_eff_projected_J_skew_resid,link_cycle_only_J_P_to_Q_subspace_resid,link_cycle_only_J_QP_subspace_max_resid,link_cycle_only_J_QP_subspace_mean_resid,link_cycle_only_J_Q_to_P_subspace_resid,link_cycle_only_J_span_leakage,link_cycle_only_P_norm,link_cycle_only_P_rank,link_cycle_only_Q_norm,link_cycle_only_Q_rank,link_cycle_only_basis_rank,link_cycle_only_gate_pass,link_cycle_only_projected_CJC_plus_J_resid,link_cycle_only_projected_J2_plus_I_resid,link_cycle_only_projected_J_skew_resid,link_graph_closed_cycle,link_graph_link_edges,link_graph_link_vertices,local_negative_abort_marker,motif_signed_birth_over_abs_weighted,order_mode,pair_local_max_J_lock_raw_QP,pair_local_mean_J_lock_raw_QP,scale_mode,shared_edge
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,edge_complement,4,motif_only,shared_edge,True,1,2.0,"[0, 1, 2] -> [0, 2, 3] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6]",False,0.02441229973088327,-0.37119288233212044,0.2630686189617252,10.776068697407501,-4.0,5,False,False,0.056627047947161384,-0.7126222608939407,0.6357033851412528,11.226143833850744,-8.0,5,0.8660254037842262,0.7302790765909933,0.7302790765909933,0.7149314405257224,0.6995838044604515,0.658252957901249,1.580122513087456,2,1.7675061797646656,2,4,False,0.8934324872528657,0.6729917015029262,1.9562256370181452e-16,0.8896935187214422,0.8896935187214422,0.861674374446239,0.8336552301710356,0.6490683612246383,1.580122513087456,2,1.7675061797646656,2,4,False,0.52020387335257,0.7951347879348855,1.128324774128887e-16,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,birth_order,0.9905648587388146,0.9324534381143247,half_base_norm,"[0, 2]"
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,edge_complement,4,motif_only,shared_edge,True,1,2.0,"[0, 1, 2] -> [0, 2, 3] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6]",False,0.02441229973088327,-0.37119288233212044,0.2630686189617252,10.776068697407501,-4.0,5,False,False,0.056627047947161384,-0.7126222608939407,0.6357033851412528,11.226143833850744,-8.0,5,1.7320508075684524,0.805748302127033,0.805748302127033,0.7794440351102327,0.7531397680934325,0.654435284860668,1.580122513087456,2,1.7675061797646656,2,4,False,1.4460973886476123,1.2758282340951645,1.7794046124854599e-16,0.8896935187214422,0.8896935187214422,0.861674374446239,0.8336552301710356,0.6490683612246383,1.580122513087456,2,1.7675061797646656,2,4,False,0.52020387335257,0.7951347879348855,1.128324774128887e-16,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,birth_order,0.9905648587388146,0.9324534381143247,base_norm,"[0, 2]"
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,identity,4,motif_only,shared_edge,True,1,2.449489742783178,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",False,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,False,False,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,1.0,0.7426335226381676,0.7426335226381933,0.7426335226381804,0.7426335226381933,0.6665941469495857,1.580122513087456,2,1.7675061797646656,2,4,False,0.8798251211375181,0.760930181805865,1.7459745152963537e-16,0.883395036117246,0.8833950361172523,0.8833950361172491,0.8833950361172523,0.6774336965644615,1.580122513087456,2,1.7675061797646656,2,4,False,0.4713396639119523,0.776318974272823,2.0802992924988608e-33,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,address_order,0.9905648587388146,0.9324534381143247,unit,"[0, 2]"
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,identity,4,motif_only,shared_edge,True,1,2.449489742783178,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",False,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,False,False,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.35355339059321955,0.6762092282301384,0.676209228230178,0.6762092282301582,0.676209228230178,0.6620792235005583,1.580122513087456,2,1.7675061797646656,2,4,False,0.3097032217354246,0.5825081991997223,2.0516542529030523e-16,0.883395036117246,0.8833950361172523,0.8833950361172491,0.8833950361172523,0.6774336965644615,1.580122513087456,2,1.7675061797646656,2,4,False,0.4713396639119523,0.776318974272823,2.0802992924988608e-33,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,address_order,0.9905648587388146,0.9324534381143247,quarter_base_norm,"[0, 2]"
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,identity,4,motif_only,shared_edge,True,1,2.449489742783178,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",False,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,False,False,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.7071067811864391,0.7111456255702165,0.7111456255702485,0.7111456255702325,0.7111456255702485,0.6644050161224309,1.580122513087456,2,1.7675061797646656,2,4,False,0.6124099033601585,0.6442747130948503,1.9220296282308294e-16,0.883395036117246,0.8833950361172523,0.8833950361172491,0.8833950361172523,0.6774336965644615,1.580122513087456,2,1.7675061797646656,2,4,False,0.4713396639119523,0.776318974272823,2.0802992924988608e-33,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,address_order,0.9905648587388146,0.9324534381143247,half_base_norm,"[0, 2]"
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,identity,4,motif_only,shared_edge,True,1,2.449489742783178,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",False,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,False,False,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,1.4142135623728782,0.780208375479816,0.7802083754798353,0.7802083754798257,0.7802083754798353,0.6693204918952858,1.580122513087456,2,1.7675061797646656,2,4,False,1.3484539092485237,1.059479361641474,1.6910457635773465e-16,0.883395036117246,0.8833950361172523,0.8833950361172491,0.8833950361172523,0.6774336965644615,1.580122513087456,2,1.7675061797646656,2,4,False,0.4713396639119523,0.776318974272823,2.0802992924988608e-33,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,address_order,0.9905648587388146,0.9324534381143247,base_norm,"[0, 2]"
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,edge_projector,4,motif_only,shared_edge,True,1,1.4142135623730951,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",False,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,False,False,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,1.0,0.6623471736256775,0.7174984337454039,0.6899228036855407,0.7174984337454039,0.6910643224628953,1.580122513087456,2,1.7675061797646656,2,4,False,0.1326122125939,0.5688648130114815,2.0796484140083457e-16,0.984642061633623,0.9997063805661861,0.9921742210999045,0.9997063805661861,0.9864244526531092,1.580122513087456,2,1.7675061797646656,2,4,False,0.9955906731353792,0.9977977722096987,5.268045183993583e-16,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,address_order,0.9905648587388146,0.9324534381143247,unit,"[0, 2]"
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,edge_projector,4,motif_only,shared_edge,True,1,1.4142135623730951,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",False,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,False,False,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.6123724356955175,0.6615736893241212,0.6848161775463545,0.6731949334352378,0.6848161775463545,0.6730575176865665,1.580122513087456,2,1.7675061797646656,2,4,False,0.08138903019492848,0.5685524923298879,2.058048057747462e-16,0.984642061633623,0.9997063805661861,0.9921742210999045,0.9997063805661861,0.9864244526531092,1.580122513087456,2,1.7675061797646656,2,4,False,0.9955906731353792,0.9977977722096987,5.268045183993583e-16,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,address_order,0.9905648587388146,0.9324534381143247,quarter_base_norm,"[0, 2]"
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,edge_projector,4,motif_only,shared_edge,True,1,1.4142135623730951,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",False,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,False,False,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,1.224744871391035,0.6629631732600546,0.7390095529129713,0.700986363086513,0.7390095529129713,0.7039962680571353,1.580122513087456,2,1.7675061797646656,2,4,False,0.162127467923566,0.5691193501801401,2.0539269922395885e-16,0.984642061633623,0.9997063805661861,0.9921742210999045,0.9997063805661861,0.9864244526531092,1.580122513087456,2,1.7675061797646656,2,4,False,0.9955906731353792,0.9977977722096987,5.268045183993583e-16,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,address_order,0.9905648587388146,0.9324534381143247,half_base_norm,"[0, 2]"
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,edge_projector,4,motif_only,shared_edge,True,1,1.4142135623730951,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",False,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,False,False,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,2.44948974278207,0.6683982525287447,0.8443148769841288,0.7563565647564368,0.8443148769841288,0.78323014560727,1.580122513087456,2,1.7675061797646656,2,4,False,0.3191289083237543,0.5715964419838098,1.973277108240323e-16,0.984642061633623,0.9997063805661861,0.9921742210999045,0.9997063805661861,0.9864244526531092,1.580122513087456,2,1.7675061797646656,2,4,False,0.9955906731353792,0.9977977722096987,5.268045183993583e-16,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,address_order,0.9905648587388146,0.9324534381143247,base_norm,"[0, 2]"
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,edge_complement,4,motif_only,shared_edge,True,1,2.0,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",False,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,False,False,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,1.0,0.7448082038743079,0.7448082038743079,0.7268208678627521,0.7088335318511962,0.65758019612193,1.580122513087456,2,1.7675061797646656,2,4,False,0.808342621601511,0.7247695322276582,1.8296866361976995e-16,0.8896935187214422,0.8896935187214422,0.861674374446239,0.8336552301710356,0.6490683612246383,1.580122513087456,2,1.7675061797646656,2,4,False,0.52020387335257,0.7951347879348855,1.128324774128887e-16,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,address_order,0.9905648587388146,0.9324534381143247,unit,"[0, 2]"
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,edge_complement,4,motif_only,shared_edge,True,1,2.0,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",False,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,False,False,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.4330127018921131,0.6835763266367643,0.6835763266367643,0.6781296502109527,0.6726829737851412,0.6602396472667079,1.580122513087456,2,1.7675061797646656,2,4,False,0.34800469321996946,0.5858691281259872,1.9966946270749181e-16,0.8896935187214422,0.8896935187214422,0.861674374446239,0.8336552301710356,0.6490683612246383,1.580122513087456,2,1.7675061797646656,2,4,False,0.52020387335257,0.7951347879348855,1.128324774128887e-16,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,address_order,0.9905648587388146,0.9324534381143247,quarter_base_norm,"[0, 2]"
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,edge_complement,4,motif_only,shared_edge,True,1,2.0,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",False,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,False,False,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.8660254037842262,0.7302790765909933,0.7302790765909933,0.7149314405257224,0.6995838044604515,0.658252957901249,1.580122513087456,2,1.7675061797646656,2,4,False,0.6933239636918004,0.6729917015029262,1.9562256370181452e-16,0.8896935187214422,0.8896935187214422,0.861674374446239,0.8336552301710356,0.6490683612246383,1.580122513087456,2,1.7675061797646656,2,4,False,0.52020387335257,0.7951347879348855,1.128324774128887e-16,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,address_order,0.9905648587388146,0.9324534381143247,half_base_norm,"[0, 2]"
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,edge_complement,4,motif_only,shared_edge,True,1,2.0,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",False,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,False,False,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,1.7320508075684524,0.805748302127033,0.805748302127033,0.7794440351102327,0.7531397680934325,0.654435284860668,1.580122513087456,2,1.7675061797646656,2,4,False,1.6495215274798114,1.2758282340951645,1.7794046124854599e-16,0.8896935187214422,0.8896935187214422,0.861674374446239,0.8336552301710356,0.6490683612246383,1.580122513087456,2,1.7675061797646656,2,4,False,0.52020387335257,0.7951347879348855,1.128324774128887e-16,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,address_order,0.9905648587388146,0.9324534381143247,base_norm,"[0, 2]"
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,identity,4,motif_only,shared_edge,True,0,0.0,"[0, 2, 3] -> [0, 2, 6] -> [0, 1, 2] -> [0, 2, 5] -> [0, 2, 4]",False,0.024412299730883272,-0.3711928823321205,0.2630686189617252,10.7760686974075,-4.0,5,False,False,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.0,0.0,0.0,0.0,0.0,1.580122513087456,2,1.7675061797646656,2,4,False,0.0,0.9999999999995,0.0,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,geometric_angle,0.9905648587388146,0.9324534381143247,unit,"[0, 2]"
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,identity,4,motif_only,shared_edge,True,0,0.0,"[0, 2, 3] -> [0, 2, 6] -> [0, 1, 2] -> [0, 2, 5] -> [0, 2, 4]",False,0.024412299730883272,-0.3711928823321205,0.2630686189617252,10.7760686974075,-4.0,5,False,False,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.0,0.0,0.0,0.0,0.0,1.580122513087456,2,1.7675061797646656,2,4,False,0.0,0.9999999999995,0.0,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,geometric_angle,0.9905648587388146,0.9324534381143247,quarter_base_norm,"[0, 2]"
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,identity,4,motif_only,shared_edge,True,0,0.0,"[0, 2, 3] -> [0, 2, 6] -> [0, 1, 2] -> [0, 2, 5] -> [0, 2, 4]",False,0.024412299730883272,-0.3711928823321205,0.2630686189617252,10.7760686974075,-4.0,5,False,False,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.0,0.0,0.0,0.0,0.0,1.580122513087456,2,1.7675061797646656,2,4,False,0.0,0.9999999999995,0.0,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,geometric_angle,0.9905648587388146,0.9324534381143247,half_base_norm,"[0, 2]"
0.309288594087467,"[3, 4, 5]","[0, 1, 2]",-0.2723618631581503,0.17634391430116558,"[1, 4, 6]","[0, 2, 3]",-0.7544379084838614,True,0.9999999999988874,False,1.0,1.0,0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.9999999999999166,False,-1.0,-1.0,identity,4,motif_only,shared_edge,True,0,0.0,"[0, 2, 3] -> [0, 2, 6] -> [0, 1, 2] -> [0, 2, 5] -> [0, 2, 4]",False,0.024412299730883272,-0.3711928823321205,0.2630686189617252,10.7760686974075,-4.0,5,False,False,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.0,0.661107728362216,0.6611077283622593,0.6611077283622376,0.6611077283622593,0.6611077283623745,1.580122513087456,2,1.7675061797646656,2,4,False,7.824737297996385e-13,0.5683682244560397,2.059071030366983e-16,0.0,0.0,0.0,0.0,0.0,1.580122513087456,2,1.7675061797646656,2,4,False,0.0,0.9999999999995,0.0,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",True,-0.44741434699039717,geometric_angle,0.9905648587388146,0.9324534381143247,base_norm,"[0, 2]"
