A_face_a,A_face_b,B_face_a,B_face_b,K_edge_has_nonzero_circulation,K_edge_kappa_flip_abs,K_edge_kappa_flips,K_edge_sign_identity,K_edge_sign_kappa,assembly_index,birth_kappa_flip_abs,birth_kappa_flips,birth_sign_identity,birth_sign_kappa,carrier_mode,context,control_reason,cycle_closed_by_order,cycle_edge_count,cycle_operator_norm,cycle_order,data_wedge_control_P_isotropic_resid,data_wedge_control_P_rank,data_wedge_control_QP_dominance,data_wedge_control_QP_rank,data_wedge_control_QP_ratio,data_wedge_control_QP_svals_json,data_wedge_control_Q_isotropic_resid,data_wedge_control_Q_rank,data_wedge_control_basis_dim,data_wedge_control_effective_nonzero_ratio,data_wedge_control_form_rank,data_wedge_control_lagrangian_QP_gate,data_wedge_control_max_sv,data_wedge_control_min_sv,data_wedge_control_nondeg_ratio,data_wedge_control_nondegenerate_gate,data_wedge_control_skew_resid,data_wedge_control_svals_json,data_wedge_control_symplectic_gate_pass,face_a,face_b,ident_link_K_edge_over_abs,ident_link_birth_over_abs,ident_link_circulation_K_edge,ident_link_circulation_abs,ident_link_circulation_birth,ident_link_face_count,interface_norm,kappa_link_K_edge_over_abs,kappa_link_birth_over_abs,kappa_link_circulation_K_edge,kappa_link_circulation_abs,kappa_link_circulation_birth,kappa_link_face_count,lambda_used,level,link_count,link_graph_closed_cycle,link_graph_link_edges,link_graph_link_vertices,omega_P_isotropic_resid,omega_P_rank,omega_QP_dominance,omega_QP_rank,omega_QP_ratio,omega_QP_svals_json,omega_Q_isotropic_resid,omega_Q_rank,omega_basis_dim,omega_candidate,omega_effective_nonzero_ratio,omega_form_rank,omega_lagrangian_QP_gate,omega_max_sv,omega_min_sv,omega_nondeg_ratio,omega_nondegenerate_gate,omega_skew_resid,omega_svals_json,omega_symplectic_gate_pass,pair_exchange_P_isotropic_resid,pair_exchange_P_rank,pair_exchange_QP_dominance,pair_exchange_QP_rank,pair_exchange_QP_ratio,pair_exchange_QP_svals_json,pair_exchange_Q_isotropic_resid,pair_exchange_Q_rank,pair_exchange_basis_dim,pair_exchange_effective_nonzero_ratio,pair_exchange_form_rank,pair_exchange_lagrangian_QP_gate,pair_exchange_max_sv,pair_exchange_min_sv,pair_exchange_nondeg_ratio,pair_exchange_nondegenerate_gate,pair_exchange_skew_resid,pair_exchange_svals_json,pair_exchange_symplectic_gate_pass,pair_label,primary_candidate,shared_edge
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,1,2.449489742783178,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",,,,,,,,,,,,,,,,,,,,,,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,1.0,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",0.3355194210665175,2,0.6352760569267232,2,0.4983834547833124,"[1.0381621522075328, 0.5174028400429677]",0.28332910383063553,2,4,"union_plus_link_cycle_address_order_identity_unit_(0, 2)",0.2402866123900763,4,True,1.2553741466153903,0.3016496009725354,0.2402866123900763,True,1.7459745152963537e-16,"[1.2553741466153903, 1.2553741466153903, 0.30164960097253557, 0.3016496009725354]",True,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,1,2.449489742783178,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",,,,,,,,,,,,,,,,,,,,,,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.35355339059321955,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",0.14019162145830855,2,0.6951012054906945,2,0.468983885192088,"[0.97231174353093, 0.45599853909949756]",0.11838470138654535,2,4,"union_plus_link_cycle_address_order_identity_quarter_base_norm_(0, 2)",0.41643457482803137,4,True,1.0085244865045764,0.4199844657416084,0.41643457482803137,True,2.0516542529030523e-16,"[1.0085244865045764, 1.0085244865045764, 0.4199844657416085, 0.4199844657416084]",True,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,1,2.449489742783178,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",,,,,,,,,,,,,,,,,,,,,,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.7071067811864391,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",0.2592134823489435,2,0.6651670442123772,2,0.48239983882523313,"[1.0012039967174706, 0.48298064664816953]",0.2188926155788288,2,4,"union_plus_link_cycle_address_order_identity_half_base_norm_(0, 2)",0.31901608722714,4,True,1.125800720380553,0.3591485408136185,0.31901608722714,True,1.9220296282308294e-16,"[1.125800720380553, 1.1258007203805527, 0.35914854081361886, 0.3591485408136185]",True,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,1,2.449489742783178,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",,,,,,,,,,,,,,,,,,,,,,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,1.4142135623728782,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",0.41227910586918426,2,0.595322761805099,2,0.5252625105113671,"[1.1075479726085067, 0.5817534286046443]",0.3481487575971159,2,4,"union_plus_link_cycle_address_order_identity_base_norm_(0, 2)",0.1516831330294202,4,False,1.469142873165782,0.2228441938697816,0.1516831330294202,True,1.6910457635773465e-16,"[1.469142873165782, 1.469142873165782, 0.22284419386978163, 0.2228441938697816]",False,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,1,1.4142135623730951,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",,,,,,,,,,,,,,,,,,,,,,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",0.02159134215656732,2,0.14615630992455483,2,0.8597148012861964,"[0.010407711507756899, 0.008947663631594997]",0.9781668978559666,2,4,"link_cycle_only_address_order_edge_projector_(0, 2)",0.9999999999849399,2,False,0.0664027623975029,5.822356778988642e-18,8.768244826995196e-17,False,5.268045183993583e-16,"[0.0664027623975029, 0.06640276239750287, 8.142066436756284e-18, 5.822356778988642e-18]",False,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,1,1.4142135623730951,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",,,,,,,,,,,,,,,,,,,,,,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,1.0,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",0.0013485662618862408,2,0.7057852305470595,2,0.4642325871552376,"[0.9625015845743363, 0.44682460074842406]",0.06109499202861045,2,4,"union_plus_link_cycle_address_order_edge_projector_unit_(0, 2)",0.4614021255316417,4,True,0.9653447616512028,0.4454121248971624,0.4614021255316417,True,2.0796484140083457e-16,"[0.9653447616512028, 0.9653447616512026, 0.44541212489716264, 0.4454121248971624]",True,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,1,1.4142135623730951,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",,,,,,,,,,,,,,,,,,,,,,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.6123724356955175,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",0.0008268334049498364,2,0.706610278356665,2,0.46421044819269747,"[0.9624594026741033, 0.4467837106830856]",0.03745858228259635,2,4,"union_plus_link_cycle_address_order_edge_projector_quarter_base_norm_(0, 2)",0.4631439835544591,4,True,0.9635277484135363,0.446252079665967,0.4631439835544591,True,2.058048057747462e-16,"[0.9635277484135363, 0.9635277484135361, 0.446252079665967, 0.446252079665967]",True,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,1,1.4142135623730951,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",,,,,,,,,,,,,,,,,,,,,,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,1.224744871391035,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",0.0016500411596428765,2,0.7051273927135793,2,0.4642502959488103,"[0.9625353283306534, 0.4468573110391553]",0.07475290932627869,2,4,"union_plus_link_cycle_address_order_edge_projector_half_base_norm_(0, 2)",0.4600205688379705,4,True,0.9667932606595268,0.44474478571777176,0.4600205688379705,True,2.0539269922395885e-16,"[0.9667932606595268, 0.9667932606595268, 0.4447447857177718, 0.44474478571777176]",True,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,1,1.4142135623730951,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",,,,,,,,,,,,,,,,,,,,,,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,2.44948974278207,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",0.0032715468661676165,2,0.6992932812460416,2,0.46440958010546235,"[0.9628389516201148, 0.4471516332315455]",0.14821305808894453,2,4,"union_plus_link_cycle_address_order_edge_projector_base_norm_(0, 2)",0.4480401256371663,4,True,0.979633852966962,0.438915274562187,0.4480401256371663,True,1.973277108240323e-16,"[0.979633852966962, 0.979633852966962, 0.438915274562187, 0.438915274562187]",True,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,1,2.0,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",,,,,,,,,,,,,,,,,,,,,,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",0.6205531142982914,2,0.4625661593949215,2,0.7924108299825267,"[0.35672546358497054, 0.2826731206760605]",0.4324106019725442,2,4,"link_cycle_only_address_order_edge_complement_(0, 2)",0.06024822290424355,4,False,0.694503315961657,0.04184259058785445,0.06024822290424355,True,1.128324774128887e-16,"[0.694503315961657, 0.6945033159616569, 0.04184259058785447, 0.04184259058785445]",False,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,1,2.0,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",,,,,,,,,,,,,,,,,,,,,,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,1.0,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",0.34027707134283897,2,0.6434245540311735,2,0.4962708825397392,"[1.0342162615350348, 0.5132514168494378]",0.2371101036584009,2,4,"union_plus_link_cycle_address_order_edge_complement_unit_(0, 2)",0.26674095209355364,4,True,1.2259763323093713,0.32701809412463134,0.26674095209355364,True,1.8296866361976995e-16,"[1.2259763323093713, 1.225976332309371, 0.3270180941246315, 0.32701809412463134]",True,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,1,2.0,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",,,,,,,,,,,,,,,,,,,,,,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.4330127018921131,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",0.16949613532102506,2,0.691853199017871,2,0.47084232099561274,"[0.9764025438941913, 0.45973163999363253]",0.11810741774950438,2,4,"union_plus_link_cycle_address_order_edge_complement_quarter_base_norm_(0, 2)",0.4066303540582677,4,True,1.021769747895199,0.4154825943530584,0.4066303540582677,True,1.9966946270749181e-16,"[1.021769747895199, 1.0217697478951988, 0.41548259435305845, 0.4154825943530584]",True,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,1,2.0,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",,,,,,,,,,,,,,,,,,,,,,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.8660254037842262,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",0.30643084712927643,2,0.6559371059877067,2,0.4889712981336753,"[1.016865411589042, 0.497218000332417]",0.2135255532799312,2,4,"union_plus_link_cycle_address_order_edge_complement_half_base_norm_(0, 2)",0.29858309313194015,4,True,1.1692139762648472,0.34910752556655156,0.29858309313194015,True,1.9562256370181452e-16,"[1.1692139762648472, 1.1692139762648472, 0.34910752556655156, 0.34910752556655156]",True,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,1,2.0,"[0, 1, 2] -> [0, 2, 4] -> [0, 2, 5] -> [0, 2, 6] -> [0, 2, 3]",,,,,,,,,,,,,,,,,,,,,,0.02441229973088327,-0.3711928823321205,0.2630686189617251,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,1.7320508075684524,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",0.4657450831948848,2,0.5821325264819227,2,0.5426335801082484,"[1.1618403052029211, 0.6304535643268637]",0.32453807280910013,2,4,"union_plus_link_cycle_address_order_edge_complement_base_norm_(0, 2)",0.1354010214397045,4,False,1.5911364114621935,0.21544149536202237,0.1354010214397045,True,1.7794046124854599e-16,"[1.5911364114621935, 1.5911364114621933, 0.21544149536202245, 0.21544149536202237]",False,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,0,0.0,"[0, 2, 3] -> [0, 2, 6] -> [0, 1, 2] -> [0, 2, 5] -> [0, 2, 4]",,,,,,,,,,,,,,,,,,,,,,0.024412299730883272,-0.3711928823321205,0.2630686189617252,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",0.0,2,0.0,0,0.0,"[0.0, 0.0]",0.0,2,4,"link_cycle_only_geometric_angle_identity_(0, 2)",0.0,0,False,0.0,0.0,0.0,False,0.0,"[0.0, 0.0, 0.0, 0.0]",False,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,0,0.0,"[0, 2, 3] -> [0, 2, 6] -> [0, 1, 2] -> [0, 2, 5] -> [0, 2, 4]",,,,,,,,,,,,,,,,,,,,,,0.024412299730883272,-0.3711928823321205,0.2630686189617252,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.0,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",7.974440694054781e-17,2,0.7071067811860764,2,0.46419716323054344,"[0.9624340923578842, 0.4467591754693569]",1.092271874318212e-17,2,4,"union_plus_link_cycle_geometric_angle_identity_unit_(0, 2)",0.46419716323054355,4,True,0.962434092357884,0.4467591754693569,0.46419716323054355,True,2.059071030366983e-16,"[0.962434092357884, 0.962434092357884, 0.44675917546935695, 0.4467591754693569]",True,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,0,0.0,"[0, 2, 3] -> [0, 2, 6] -> [0, 1, 2] -> [0, 2, 5] -> [0, 2, 4]",,,,,,,,,,,,,,,,,,,,,,0.024412299730883272,-0.3711928823321205,0.2630686189617252,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.0,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",7.974440694054781e-17,2,0.7071067811860764,2,0.46419716323054344,"[0.9624340923578842, 0.4467591754693569]",1.092271874318212e-17,2,4,"union_plus_link_cycle_geometric_angle_identity_quarter_base_norm_(0, 2)",0.46419716323054355,4,True,0.962434092357884,0.4467591754693569,0.46419716323054355,True,2.059071030366983e-16,"[0.962434092357884, 0.962434092357884, 0.44675917546935695, 0.4467591754693569]",True,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,0,0.0,"[0, 2, 3] -> [0, 2, 6] -> [0, 1, 2] -> [0, 2, 5] -> [0, 2, 4]",,,,,,,,,,,,,,,,,,,,,,0.024412299730883272,-0.3711928823321205,0.2630686189617252,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.0,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",7.974440694054781e-17,2,0.7071067811860764,2,0.46419716323054344,"[0.9624340923578842, 0.4467591754693569]",1.092271874318212e-17,2,4,"union_plus_link_cycle_geometric_angle_identity_half_base_norm_(0, 2)",0.46419716323054355,4,True,0.962434092357884,0.4467591754693569,0.46419716323054355,True,2.059071030366983e-16,"[0.962434092357884, 0.962434092357884, 0.44675917546935695, 0.4467591754693569]",True,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,0,0.0,"[0, 2, 3] -> [0, 2, 6] -> [0, 1, 2] -> [0, 2, 5] -> [0, 2, 4]",,,,,,,,,,,,,,,,,,,,,,0.024412299730883272,-0.3711928823321205,0.2630686189617252,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.0,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",7.974440694054781e-17,2,0.7071067811860764,2,0.46419716323054344,"[0.9624340923578842, 0.4467591754693569]",1.092271874318212e-17,2,4,"union_plus_link_cycle_geometric_angle_identity_base_norm_(0, 2)",0.46419716323054355,4,True,0.962434092357884,0.4467591754693569,0.46419716323054355,True,2.059071030366983e-16,"[0.962434092357884, 0.962434092357884, 0.44675917546935695, 0.4467591754693569]",True,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,0,0.0,"[0, 2, 3] -> [0, 2, 6] -> [0, 1, 2] -> [0, 2, 5] -> [0, 2, 4]",,,,,,,,,,,,,,,,,,,,,,0.024412299730883272,-0.3711928823321205,0.2630686189617252,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",0.0,2,0.0,0,0.0,"[0.0, 0.0]",0.0,2,4,"link_cycle_only_geometric_angle_edge_projector_(0, 2)",0.0,0,False,0.0,0.0,0.0,False,0.0,"[0.0, 0.0, 0.0, 0.0]",False,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,0,0.0,"[0, 2, 3] -> [0, 2, 6] -> [0, 1, 2] -> [0, 2, 5] -> [0, 2, 4]",,,,,,,,,,,,,,,,,,,,,,0.024412299730883272,-0.3711928823321205,0.2630686189617252,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.0,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",7.974440694054781e-17,2,0.7071067811860764,2,0.46419716323054344,"[0.9624340923578842, 0.4467591754693569]",1.092271874318212e-17,2,4,"union_plus_link_cycle_geometric_angle_edge_projector_unit_(0, 2)",0.46419716323054355,4,True,0.962434092357884,0.4467591754693569,0.46419716323054355,True,2.059071030366983e-16,"[0.962434092357884, 0.962434092357884, 0.44675917546935695, 0.4467591754693569]",True,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,0,0.0,"[0, 2, 3] -> [0, 2, 6] -> [0, 1, 2] -> [0, 2, 5] -> [0, 2, 4]",,,,,,,,,,,,,,,,,,,,,,0.024412299730883272,-0.3711928823321205,0.2630686189617252,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.0,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",7.974440694054781e-17,2,0.7071067811860764,2,0.46419716323054344,"[0.9624340923578842, 0.4467591754693569]",1.092271874318212e-17,2,4,"union_plus_link_cycle_geometric_angle_edge_projector_quarter_base_norm_(0, 2)",0.46419716323054355,4,True,0.962434092357884,0.4467591754693569,0.46419716323054355,True,2.059071030366983e-16,"[0.962434092357884, 0.962434092357884, 0.44675917546935695, 0.4467591754693569]",True,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",True,0.9999999999988874,False,1.0,1.0,0,0.9999999999999166,False,-1.0,-1.0,motif_only,shared_edge,,True,0,0.0,"[0, 2, 3] -> [0, 2, 6] -> [0, 1, 2] -> [0, 2, 5] -> [0, 2, 4]",,,,,,,,,,,,,,,,,,,,,,0.024412299730883272,-0.3711928823321205,0.2630686189617252,10.7760686974075,-4.0,5,,0.05662704794716139,-0.7126222608939408,0.6357033851412528,11.226143833850742,-8.0,5,0.0,motif,,True,"[(1, 3), (1, 5), (3, 6), (4, 5), (4, 6)]","[1, 3, 4, 5, 6]",7.974440694054781e-17,2,0.7071067811860764,2,0.46419716323054344,"[0.9624340923578842, 0.4467591754693569]",1.092271874318212e-17,2,4,"union_plus_link_cycle_geometric_angle_edge_projector_half_base_norm_(0, 2)",0.46419716323054355,4,True,0.962434092357884,0.4467591754693569,0.46419716323054355,True,2.059071030366983e-16,"[0.962434092357884, 0.962434092357884, 0.44675917546935695, 0.4467591754693569]",True,,,,,,,,,,,,,,,,,,,,,True,"[0, 2]"
